4.753366623867031571e+00,8.937349736741073691e-01,4.554481771050665984e+00
5.052147139364281614e+00,3.209085587904705883e-01,6.363750542004423139e+00
9.810271705123001951e+00,3.698951131440755269e-01,4.982766575264626852e+00
2.662621441586400906e+00,5.632525071112336468e-01,5.565099907057428297e+00
4.515758571011307509e+00,4.213550312189840996e-01,9.956641514971888540e+00
4.871452164563884857e+00,6.327379841969434926e-01,4.127902608167064002e+00
4.877852446138227549e+00,8.572665797081221450e-01,8.020064510862731311e+00
6.281055608059253004e+00,4.195170734080017061e-01,1.795428620454762036e+00
8.723783798435997383e+00,5.207598496905414542e-01,8.025399038149524600e+00
6.739524762197483199e+00,9.170693270580667633e-01,5.882241073846968149e+00
2.052132028830060406e+00,2.803486748476793911e-01,3.233180405858936179e+00
6.113483096215946766e+00,6.517617041297391056e-01,1.314917809499409840e+00
6.395423751281435365e+00,1.907517485586878447e-01,9.830971851084841617e+00
7.081636987858804133e+00,6.989280201279266524e-01,5.535262171607675086e+00
5.567964075903566901e+00,1.730549769221935152e-01,8.520490815683562147e+00
2.847154635569442149e+00,4.197324735714513810e-01,4.352415367982981564e+00
1.934096101021613112e+00,6.766836664035316140e-01,3.846039754599654081e+00
5.091399770784671652e+00,6.123388715512517733e-01,6.596113197257767347e+00
9.801259387982922178e+00,4.498269940586038240e-01,3.417335875563555891e+00
1.133019352467840246e+00,7.538788278366953532e-01,8.124643471830863106e+00
5.682299863101479609e+00,8.572116945773107233e-01,4.862920589068281174e+00
8.204144071694328133e+00,2.771684413105257594e-01,8.423600529583723073e+00
5.307385951221124998e+00,4.416308184333872511e-01,6.524581199750722149e+00
7.593469847268671913e+00,7.377420892340054159e-01,8.551380515678527416e+00
4.673346809584783657e+00,1.101682058728810087e-01,4.857028699761222867e+00
8.316968809146098707e+00,4.703810999814361793e-01,7.605201419339160829e+00
2.325075269194129657e+00,3.627661511033682951e-01,3.718894310655058266e+00
6.975543873283340801e+00,6.939327564590388464e-01,2.772063250193157913e+00
9.302788773816157430e+00,2.695651055600548629e-01,2.874933667404030224e+00
6.930680362378125459e+00,8.981863873376576546e-01,2.327499406028714635e+00
1.059048505773258819e+00,9.493074598348404392e-01,9.940423292321156623e+00
8.129497957280795717e+00,5.370076629119290290e-01,7.277577023753639018e+00
9.042957519192865945e+00,8.323959626280872381e-01,8.152770127865359484e+00
3.988335907480709430e+00,1.825536120202614354e-01,4.496400031794983931e+00
6.296281409017509212e+00,7.888290968945622650e-01,2.803802702027502036e+00
7.765838616520949422e+00,1.282979787640452507e-01,6.008249411674780660e+00
4.278607022562169959e+00,7.819525854478643900e-01,9.328452529801005255e+00
5.620417410653121948e+00,2.137796140600789763e-01,1.001437780190119531e+00
1.462975861748952777e+00,1.759711681261378335e-01,6.044703657969717980e+00
5.485370766172017021e+00,6.745237385783781070e-01,1.193790408135767755e+00
9.276533426287786099e+00,2.650393082075027662e-01,3.283587028185661616e+00
3.539131198545341750e+00,8.882424010181582119e-01,3.703147607902279148e+00
4.805295277825083033e+00,6.271168527161861128e-01,7.053256924668113825e+00
6.102355186127853770e+00,2.677534438383606386e-01,1.507791111971017450e+00
7.319368938570228522e+00,2.773820554159204255e-01,9.280889474568740027e+00
4.823465576303368252e+00,5.384539332014023350e-01,2.535231081076169346e+00
4.106009725311399627e+00,1.844983202002151712e-01,9.232314686664503611e+00
2.748829737276666130e+00,4.534225878588055147e-01,3.425347153594529459e+00
3.203454881598656989e+00,5.854347545187075230e-01,4.979414152741981070e+00
4.674870465076288895e+00,4.702950834157575422e-01,5.359254384926776638e+00
9.955020744124253085e+00,2.778722597377131232e-01,1.843016245331503988e+00
8.048460214406533808e+00,9.292632517839347628e-01,9.439688844941716894e+00
5.700327460858171769e+00,5.979308790425265085e-01,8.342705048345859353e+00
3.543356853127787698e+00,5.210405611066121212e-01,2.583513814370733463e+00
6.984908799387848255e+00,7.456272771871756966e-01,9.915184358576627943e+00
7.115610390451149847e+00,6.611194643058403431e-01,3.850206704148275705e+00
7.844806986472402599e+00,2.654132483615703197e-01,9.876562567997094533e+00
6.522433979469001386e+00,7.743306061240904370e-01,8.697870919514171462e+00
5.807468181843654875e+00,6.999630248069921290e-01,9.404200015725066919e+00
3.259481088360569601e+00,5.519212835722379085e-01,6.804421412745542241e+00
8.965594089203834827e+00,7.988761691798457187e-01,6.922875511179381824e+00
5.283497007723105376e+00,1.431469730012064068e-01,4.209551101143203411e+00
6.965865689495331914e+00,6.570953192598935066e-01,4.987262395433274875e+00
4.986012621741876316e+00,1.501641714452477960e-01,4.148211614912177936e+00
6.846315232797211436e+00,8.915432282830292321e-01,7.559734012325447949e+00
1.456624873444915425e+00,3.419378821056838769e-01,7.710017981832891110e+00
4.921054428018575955e+00,7.804244692909702019e-01,5.479670361263164757e+00
2.979746110431603867e+00,4.300042386743977429e-01,3.061586760560610188e+00
9.124769230854377966e+00,8.486776943151398411e-01,3.140814730563992629e+00
9.503406402859852165e+00,8.800952678665712181e-01,1.165326401274013879e+00
1.004685633791091437e+00,6.606268942496167362e-01,8.653817594675750513e+00
6.159382697502798543e+00,5.119152872960073264e-01,8.529482673504833912e+00
3.735864074537030177e+00,7.416280681549889398e-01,8.555278530087210953e+00
6.296070389718268601e+00,5.168450219146175639e-01,6.096790681088454456e+00
2.591039000533136516e+00,8.244596287269961854e-01,1.608059572497673173e+00
1.275635962753542962e+00,1.564786130196299530e-01,6.383096384107151522e+00
2.294120744260634837e+00,1.550751914805694187e-01,9.097003503215962184e+00
2.269221419009982199e+00,5.918526952554651333e-01,7.245824697020774252e+00
9.372213625209138144e+00,4.158762403962493748e-01,6.399722124767542653e+00
3.633589292754261901e+00,5.277730285004261779e-01,1.735176162621953733e+00
4.329615951304524479e+00,5.563509103218247098e-01,9.798879672821442455e+00
9.153965835271254292e+00,1.798572417278893054e-01,3.118235131084307277e+00
1.512922797040782807e+00,2.082739574103512903e-01,4.776272628758842842e+00
2.184550447407517471e+00,8.688714902226689629e-01,7.927984912696461883e+00
3.894424148549024522e+00,8.538245539910864768e-01,6.432543407084503784e+00
1.380942290290772645e+00,7.620675094790324566e-01,9.932675454731054288e+00
8.093561238145358772e+00,2.106617482830424604e-01,2.692105374149069696e+00
9.965082451277732289e+00,1.547306865172721757e-01,5.399288496282403926e+00
4.548380425241917990e+00,6.368604481268755890e-01,7.139415732079876342e+00
7.799766638472613423e+00,2.842954430615620698e-01,5.384230402785722625e+00
3.043573102958510468e+00,5.686949680534121310e-01,6.094669019926726605e+00
6.398354518171446514e+00,1.214956202277946568e-01,8.233453731747088611e+00
8.293398134806622579e+00,9.503157358179690206e-01,6.875751310544147010e+00
6.451092935334209244e+00,7.050014336494728751e-01,2.085727647829459297e+00
7.422744761310423378e+00,8.644813946036022934e-01,7.623535061435394056e+00
6.848837900500289066e+00,1.908928579910211809e-01,7.440681248120622371e+00
7.713848787459915535e+00,6.774500305824457946e-01,9.626872602176741012e+00
