BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
Const                                                           
LXCat.txt
 
 
 
Angular frequency / N (m3/s)               0.000    
Cosine of E-B field angle                  0.000    
Gas temperature (K)                        300.0    
Excitation temperature (K)                 300.0    
Transition energy (eV)                     0.000    
Ionization degree                          0.000    
Plasma density (1/m3)                     0.1000E+19
Ion charge parameter                       1.000    
Ion/neutral mass ratio                     1.000    
e-e momentum effects                       1.000    
Energy sharing                             1.000    
Growth model                               1.000    
Maxwellian mean energy (eV)                0.000    
# of grid points                           200.0    
Precision                                 0.1000E-09
Convergence                               0.1000E-03
Maximum # of iterations                    1000.    
Mole fraction Const                        1.000    
 
 
E/N (Td)    	Electric field / N (Td)                                         
0.1000	0.1000
0.1259	0.1259
0.1585	0.1585
0.1995	0.1995
0.2512	0.2512
0.3162	0.3162
0.3981	0.3981
0.5012	0.5012
0.6310	0.6310
0.7943	0.7943
1.000	1.000
1.259	1.259
1.585	1.585
1.995	1.995
2.512	2.512
3.162	3.162
3.981	3.981
5.012	5.012
6.310	6.310
7.943	7.943
10.00	10.00
12.59	12.59
15.85	15.85
19.95	19.95
25.12	25.12
31.62	31.62
39.81	39.81
50.12	50.12
63.10	63.10
79.43	79.43
100.0	100.0
200.0	200.0
300.0	300.0
400.0	400.0
500.0	500.0
600.0	600.0
700.0	700.0
800.0	800.0
900.0	900.0
1000.	1000.
 
 
E/N (Td)    	Grid type                                                       
0.1000	0.000
0.1259	3.000
0.1585	3.000
0.1995	3.000
0.2512	3.000
0.3162	3.000
0.3981	3.000
0.5012	3.000
0.6310	3.000
0.7943	3.000
1.000	3.000
1.259	3.000
1.585	3.000
1.995	3.000
2.512	3.000
3.162	3.000
3.981	3.000
5.012	3.000
6.310	3.000
7.943	3.000
10.00	3.000
12.59	3.000
15.85	3.000
19.95	3.000
25.12	3.000
31.62	3.000
39.81	3.000
50.12	3.000
63.10	3.000
79.43	3.000
100.0	3.000
200.0	0.000
300.0	3.000
400.0	3.000
500.0	3.000
600.0	3.000
700.0	3.000
800.0	3.000
900.0	3.000
1000.	3.000
 
 
E/N (Td)    	Maximum energy                                                  
0.1000	200.0
0.1259	1.092
0.1585	1.092
0.1995	1.301
0.2512	1.549
0.3162	1.845
0.3981	2.198
0.5012	2.618
0.6310	3.117
0.7943	3.713
1.000	4.422
1.259	5.267
1.585	7.471
1.995	8.898
2.512	10.60
3.162	12.62
3.981	17.82
5.012	21.16
6.310	25.10
7.943	35.26
10.00	41.77
12.59	49.47
15.85	69.32
19.95	82.03
25.12	97.05
31.62	135.8
39.81	160.6
50.12	190.0
63.10	265.6
79.43	314.1
100.0	439.1
200.0	200.0
300.0	1112.
400.0	1554.
500.0	2171.
600.0	2567.
700.0	3034.
800.0	3587.
900.0	4240.
1000.	5012.
 
 
E/N (Td)	Mean energy (eV)
0.1000	0.9701E-01
0.1259	0.1154
0.1585	0.1388
0.1995	0.1684
0.2512	0.2059
0.3162	0.2531
0.3981	0.3126
0.5012	0.3877
0.6310	0.4822
0.7943	0.6013
1.000	0.7512
1.259	0.9400
1.585	1.178
1.995	1.477
2.512	1.854
3.162	2.328
3.981	2.925
5.012	3.677
6.310	4.623
7.943	5.815
10.00	7.315
12.59	9.204
15.85	11.58
19.95	14.57
25.12	18.34
31.62	23.08
39.81	29.06
50.12	36.57
63.10	46.04
79.43	57.95
100.0	72.95
200.0	145.9
300.0	218.8
400.0	291.8
500.0	364.7
600.0	437.6
700.0	510.6
800.0	583.5
900.0	656.4
1000.	729.3
 
 
E/N (Td)	Mobility *N (1/m/V/s)
0.1000	0.1614E+26
0.1259	0.1473E+26
0.1585	0.1339E+26
0.1995	0.1212E+26
0.2512	0.1094E+26
0.3162	0.9846E+25
0.3981	0.8846E+25
0.5012	0.7935E+25
0.6310	0.7108E+25
0.7943	0.6361E+25
1.000	0.5687E+25
1.259	0.5082E+25
1.585	0.4539E+25
1.995	0.4052E+25
2.512	0.3616E+25
3.162	0.3226E+25
3.981	0.2877E+25
5.012	0.2566E+25
6.310	0.2288E+25
7.943	0.2040E+25
10.00	0.1819E+25
12.59	0.1622E+25
15.85	0.1445E+25
19.95	0.1289E+25
25.12	0.1149E+25
31.62	0.1024E+25
39.81	0.9125E+24
50.12	0.8133E+24
63.10	0.7249E+24
79.43	0.6461E+24
100.0	0.5758E+24
200.0	0.4072E+24
300.0	0.3325E+24
400.0	0.2879E+24
500.0	0.2576E+24
600.0	0.2351E+24
700.0	0.2177E+24
800.0	0.2036E+24
900.0	0.1920E+24
1000.	0.1821E+24
 
 
E/N (Td)	Diffusion coefficient *N (1/m/s)
0.1000	0.1161E+25
0.1259	0.1268E+25
0.1585	0.1392E+25
0.1995	0.1534E+25
0.2512	0.1698E+25
0.3162	0.1883E+25
0.3981	0.2094E+25
0.5012	0.2333E+25
0.6310	0.2602E+25
0.7943	0.2907E+25
1.000	0.3249E+25
1.259	0.3635E+25
1.585	0.4070E+25
1.995	0.4558E+25
2.512	0.5107E+25
3.162	0.5723E+25
3.981	0.6415E+25
5.012	0.7193E+25
6.310	0.8066E+25
7.943	0.9046E+25
10.00	0.1015E+26
12.59	0.1138E+26
15.85	0.1277E+26
19.95	0.1432E+26
25.12	0.1607E+26
31.62	0.1802E+26
39.81	0.2022E+26
50.12	0.2269E+26
63.10	0.2546E+26
79.43	0.2856E+26
100.0	0.3204E+26
200.0	0.4531E+26
300.0	0.5550E+26
400.0	0.6408E+26
500.0	0.7164E+26
600.0	0.7848E+26
700.0	0.8477E+26
800.0	0.9062E+26
900.0	0.9612E+26
1000.	0.1013E+27
 
 
E/N (Td)	Energy mobility *N (1/m/V/s)
0.1000	0.2393E+26
0.1259	0.2197E+26
0.1585	0.2005E+26
0.1995	0.1822E+26
0.2512	0.1649E+26
0.3162	0.1488E+26
0.3981	0.1340E+26
0.5012	0.1203E+26
0.6310	0.1079E+26
0.7943	0.9668E+25
1.000	0.8651E+25
1.259	0.7735E+25
1.585	0.6911E+25
1.995	0.6172E+25
2.512	0.5510E+25
3.162	0.4917E+25
3.981	0.4386E+25
5.012	0.3912E+25
6.310	0.3489E+25
7.943	0.3111E+25
10.00	0.2774E+25
12.59	0.2473E+25
15.85	0.2205E+25
19.95	0.1965E+25
25.12	0.1752E+25
31.62	0.1562E+25
39.81	0.1392E+25
50.12	0.1241E+25
63.10	0.1106E+25
79.43	0.9856E+24
100.0	0.8785E+24
200.0	0.6212E+24
300.0	0.5072E+24
400.0	0.4393E+24
500.0	0.3929E+24
600.0	0.3587E+24
700.0	0.3321E+24
800.0	0.3106E+24
900.0	0.2929E+24
1000.	0.2778E+24
 
 
E/N (Td)	Energy diffusion coef. D*N (1/m/s)
0.1000	0.1427E+25
0.1259	0.1551E+25
0.1585	0.1696E+25
0.1995	0.1863E+25
0.2512	0.2056E+25
0.3162	0.2276E+25
0.3981	0.2526E+25
0.5012	0.2810E+25
0.6310	0.3131E+25
0.7943	0.3494E+25
1.000	0.3904E+25
1.259	0.4365E+25
1.585	0.4884E+25
1.995	0.5468E+25
2.512	0.6125E+25
3.162	0.6863E+25
3.981	0.7692E+25
5.012	0.8623E+25
6.310	0.9668E+25
7.943	0.1084E+26
10.00	0.1216E+26
12.59	0.1364E+26
15.85	0.1530E+26
19.95	0.1716E+26
25.12	0.1925E+26
31.62	0.2160E+26
39.81	0.2423E+26
50.12	0.2718E+26
63.10	0.3050E+26
79.43	0.3422E+26
100.0	0.3839E+26
200.0	0.5429E+26
300.0	0.6649E+26
400.0	0.7678E+26
500.0	0.8584E+26
600.0	0.9403E+26
700.0	0.1016E+27
800.0	0.1086E+27
900.0	0.1152E+27
1000.	0.1214E+27
 
 
E/N (Td)	Total collision freq. /N (m3/s)
0.1000	0.8705E-14
0.1259	0.9508E-14
0.1585	0.1044E-13
0.1995	0.1151E-13
0.2512	0.1273E-13
0.3162	0.1412E-13
0.3981	0.1571E-13
0.5012	0.1750E-13
