8.573811253516414155e+00,8.931038166573868065e-01,2.103589637801149603e+00
8.298019829773384259e+00,4.004579743590608309e-01,5.487998330380958301e+00
4.025321643492290491e+00,4.768234597822516019e-01,2.817301411489075758e+00
2.608777584121747317e+00,9.674642412379769185e-01,8.835967637873363145e+00
1.010369878542768607e+00,5.249249116064659271e-01,1.854171952595137896e+00
1.395211988008556059e+00,5.662521287246606860e-01,4.051413960599728803e+00
7.361421301771079229e+00,1.851952924964238578e-01,1.698870508958725267e+00
8.612030357813194925e+00,3.643168601209567647e-01,8.916731845050414051e+00
6.424950306679243717e+00,1.121377983103902798e-01,2.519851903542334348e+00
6.358426268429591133e+00,8.591883261846691155e-01,5.259524932117766838e+00
7.081860282481416746e+00,5.457929748545691240e-01,4.860894901822202741e+00
9.869626955089771059e+00,6.866468126627405244e-01,1.608994330162418329e+00
7.075348089250079298e+00,9.773680921131259192e-01,9.279300575126088191e+00
3.471930797687877934e+00,4.568436849980540559e-01,3.160348877359702602e+00
8.894271017088481557e+00,9.306166172537889691e-01,6.549403056547705049e+00
9.397104958003820840e+00,9.798604850823545709e-01,5.443772247433688705e+00
2.199799499590455731e+00,1.404808967071999037e-01,8.536382035484638919e+00
5.269590090225372947e+00,1.558942895898945413e-01,5.367008588783570566e+00
7.636175840387378955e+00,9.604902847715657277e-01,7.970712169616337661e+00
1.226558945722808769e+00,2.118122598919813249e-01,1.898177725030700813e+00
3.248589105012912093e+00,1.629587677823605696e-01,2.428483366159445822e+00
4.709537797797034742e+00,2.246749317087339826e-01,5.569717944095472717e+00
6.836353776365479362e+00,4.383612470524924642e-01,9.164527771883744123e+00
7.129792369390871798e+00,3.289289799573201778e-01,5.863110063640237790e+00
6.065412371052318896e+00,1.805217269123925161e-01,9.156776743045371703e+00
6.340021616572848018e+00,5.411595039092848003e-01,1.820256569885840392e+00
1.512226687503859024e+00,1.720105659837763978e-01,7.363110268043884687e+00
8.387526226400245477e+00,7.126984098466366824e-01,5.050945608072368920e+00
9.428729089950568465e+00,6.491999207999009647e-01,8.284167511796663774e+00
6.976345238117612979e+00,4.761294489402368990e-01,4.234307588556768920e+00
3.907022641427635445e+00,5.454052975045570184e-01,1.746224671072240664e+00
5.592505551987413170e+00,7.175794929364484043e-01,9.623164614874541556e+00
1.532571344671336044e+00,1.254107394320132240e-01,7.709091360674221072e+00
5.160235353532746316e+00,9.381919805668851309e-01,1.095378048331964171e+00
1.069792549377759361e+00,9.821563665970609591e-01,4.857220545872101169e+00
6.722027540670334034e+00,1.402038914625442778e-01,6.982368719937189994e+00
1.566741295432339198e+00,9.038642224600945685e-01,4.336225254301562693e+00
6.763219425802811102e+00,6.527653226790302021e-01,7.206781559615793142e+00
1.232222129313958803e+00,3.239636935002756513e-01,5.836853278886644958e+00
3.916484681822392400e+00,3.398564582496729214e-01,1.060233354296563402e+00
1.171731145328357204e+00,5.961118793664372806e-01,3.072464334994446489e+00
1.410591992803291284e+00,8.388983561795883004e-01,2.777139630712065710e+00
1.886093971306389339e+00,3.658336960263114390e-01,8.780536615133826217e+00
8.530753698343993108e+00,5.951790478682414953e-01,3.905227842665537796e+00
6.968714653212017218e+00,1.167786234240095200e-01,3.251588903305380196e+00
2.299008461896386635e+00,5.547562236585988904e-01,8.559294848521551202e+00
2.822791520792070408e+00,2.103503481286629895e-01,6.778212323044185084e+00
5.037618782750117319e+00,3.106531659029114767e-01,5.506833548993744998e+00
2.878340095112693842e+00,1.848755410961709367e-01,4.334954843432360150e+00
5.695090003415888447e+00,2.009812021738397458e-01,5.402293014306055241e+00
5.370748037471990699e+00,7.217859954216070406e-01,5.515507795087467358e+00
4.752863218534642442e+00,8.103613411874912575e-01,3.461952405032438840e+00
