1.924125706903106581e+00,1.487231387604658117e+00,1.084937451094761363e+00,1.913147103699824658e+00,2.782704975172392992e+01,2.950743369938817473e+00,7.043913943990041560e+01,6.163059416894344444e+00
1.488005228135121261e+00,1.198615530048356526e+00,1.121650687877155939e+00,1.935097310410726301e+00,3.690523605519762995e+00,8.195621637773834678e+00,7.774945021522763966e+01,7.273115945922046421e+01
1.094612645620570923e+00,1.155581189804166797e+00,1.468270919373289463e+00,1.926340141481257318e+00,3.566140838243027389e+01,1.647593405125008070e+00,1.454276043042346922e+00,8.448300551015051951e+00
1.612701137628655967e+00,1.749619015929638977e+00,1.430215930343383901e+00,1.032970172162842371e+00,4.493133593674635051e+00,7.151985930871583719e+01,2.198499984991741041e+00,2.015743147106252131e+00
1.497932666344876651e+00,1.516888818857656585e+00,1.846172760396310508e+00,1.110273841903378855e+00,1.171812507745433329e+01,2.336781863809452986e+01,2.225480832575958701e+01,3.224238780485387679e+01
1.231184523451150259e+00,1.794047074528641872e+00,1.953271164695706830e+00,1.824975259835073249e+00,5.526298682667968620e+01,9.849641483476741399e+00,1.560090048481686420e+00,7.113694244120007681e+01
1.805420295583338053e+00,1.178309675793813405e+00,1.599281989852270103e+00,1.871255663281742088e+00,2.487504853737589272e+01,3.762300617082003029e+00,8.407200549346943319e+01,7.208440064466431352e+01
1.099487419128124532e+00,1.123411168197132159e+00,1.337547290516164722e+00,1.128548539392634886e+00,6.562056857307375424e+01,6.407841627471690060e+01,2.147811243606856024e+01,3.159185194877190028e+01
1.483683931225665553e+00,1.764101805360227093e+00,1.503475474992782335e+00,1.629677407112709808e+00,7.009978141795036777e+01,1.644515613340365334e+01,2.486966780350427175e+00,2.600007381597762901e+01
1.344469353317423455e+00,1.356196267691166302e+00,1.725202585850543535e+00,1.311341938262129414e+00,3.285043486607887253e+00,2.432692244670142223e+00,5.518949087768175943e+00,1.383441696289169265e+01
1.391073374691911946e+00,1.994730176734482274e+00,1.895212814329008122e+00,1.319551179890897430e+00,7.161301308787770381e+00,2.173631810137310083e+01,1.506856569665242240e+01,9.612727539082232653e+00
1.203188643662344681e+00,1.932196630174012553e+00,1.562979284048882533e+00,1.419868569671489889e+00,5.675499609647641996e+00,1.163368235233192571e+01,3.342475618261378401e+01,1.466900726927382159e+01
1.180115279267073936e+00,1.621146792004348303e+00,1.769124630154876421e+00,1.142305606404523832e+00,8.830574897613498564e+00,1.566103647954652978e+01,9.173596383253974196e+00,4.294713541656704336e+01
1.898579261970836596e+00,1.327563609540298506e+00,1.276096339708615579e+00,1.482688461449205519e+00,3.089775626068780312e+01,1.201148955631679893e+00,4.625284230191993373e+01,1.012010213181158580e+00
1.713507076783890248e+00,1.198674004047182606e+00,1.477884413882089465e+00,1.804687695216779186e+00,5.758213235612092085e+00,2.476070289493813092e+01,1.214535891477741814e+01,2.386271087127254553e+00
1.629626627296533625e+00,1.575616523862336305e+00,1.142967909049712683e+00,1.479428962882636700e+00,1.294446007824002542e+00,5.519089553055524178e+00,7.566024741661879105e+00,1.771061523352291900e+01
1.644358802022301891e+00,1.166550678100368277e+00,1.551524826471902152e+00,1.585286054113813625e+00,2.637144270655925382e+01,2.050398956308499976e+01,7.722883439887832324e+00,7.456631190685272692e+00
1.170482791089172636e+00,1.822897272351958087e+00,1.626580136457110193e+00,1.049770132518258237e+00,8.955824930846647192e+01,6.415596786191906986e+00,9.658902197136420398e+00,1.217052869277127192e+00
1.499131873002852888e+00,1.671698577164780986e+00,1.951208857279833842e+00,1.710224375919453976e+00,8.902178116828706322e+01,3.231584017524508301e+00,7.616030687290425760e+01,2.251764866956906364e+00
1.018735400173974348e+00,1.556041042724409129e+00,1.080609222099896627e+00,1.773426701536362948e+00,7.734703385718232127e+00,1.252003336690416413e+00,2.031674067340475176e+00,1.703231995944341293e+01
1.227900635626998582e+00,1.273654477877446123e+00,1.385349373072875645e+00,1.828403004378829522e+00,1.300311160913681796e+01,1.041274027283968806e+01,8.528280003794579400e+00,7.062846010539318264e+00
1.256657119318467908e+00,1.337120479678013840e+00,1.819704401236269753e+00,1.945339022388065109e+00,4.208765021036453113e+00,2.190216834554160386e+01,1.158351958673829785e+00,1.254637631206651349e+01
1.517270888349967928e+00,1.969266962242569363e+00,1.064410576491169991e+00,1.764283401879065183e+00,4.280628368895982305e+00,1.334637474808245239e+00,9.586198709696564180e+00,7.354229517236843705e+00
1.864780266383164520e+00,1.281506054162688146e+00,1.431221572469798087e+00,1.440586820470792784e+00,1.237314642700503953e+01,3.909658743611152065e+00,2.165494283890903660e+01,1.200124853470194530e+01
1.775715750799425230e+00,1.371457442526049064e+00,1.457053492566976916e+00,1.916535488441323487e+00,6.658703697390627063e+00,1.907015544832132647e+00,5.015862524188818838e+01,5.023841381651133275e+01
1.528398231170613908e+00,1.227653136183619154e+00,1.727144135018356508e+00,1.794361981700717923e+00,3.222971377291520412e+01,2.228899389676326948e+01,1.405313233851997268e+01,3.776861421428843357e+01
1.906348801274744709e+00,1.433379977072515299e+00,1.694895151842395364e+00,1.500158966509897551e+00,1.482458159015334953e+00,4.574723603967160379e+00,8.951941693885993345e+01,9.638526915988856558e+01
1.209332550767172387e+00,1.502736305497042402e+00,1.783569997193802159e+00,1.159179486364130263e+00,9.601924978617978113e+00,1.608041420697468249e+00,4.760685052276911478e+01,8.051604506980979181e+00
1.242944201750240119e+00,1.645917059732842525e+00,1.120088000413001605e+00,1.134455644382287076e+00,1.140621757119132340e+01,5.729399013470872859e+01,2.786641969564440302e+01,1.773950303860682531e+00
